2023-05-22 21:01:27,797 INFO | Server [0] was established !
2023-05-22 21:01:27,799 INFO | Server [0] is listening !
2023-05-22 21:01:27,800 INFO | Server [1] was established !
2023-05-22 21:01:27,800 INFO | Server [1] is listening !
2023-05-22 21:01:27,800 INFO | Server [2] was established !
2023-05-22 21:01:27,801 INFO | Server [2] is listening !
2023-05-22 21:01:27,801 INFO | Server [3] was established !
2023-05-22 21:01:27,802 INFO | Server [3] is listening !
2023-05-22 21:01:27,802 INFO | Server [4] was established !
2023-05-22 21:01:27,802 INFO | Server [4] is listening !
2023-05-22 21:01:27,803 INFO | Server [5] was established !
2023-05-22 21:01:27,803 INFO | Server [5] is listening !
2023-05-22 21:01:27,804 INFO | Server [6] was established !
2023-05-22 21:01:27,804 INFO | Server [6] is listening !
2023-05-22 21:01:27,805 INFO | Server [7] was established !
2023-05-22 21:01:27,805 INFO | Server [7] is listening !
2023-05-22 21:01:27,806 INFO | Server [8] was established !
2023-05-22 21:01:27,806 INFO | Server [8] is listening !
2023-05-22 21:01:27,806 INFO | Server [9] was established !
2023-05-22 21:01:27,807 INFO | Server [9] is listening !
2023-05-22 21:01:27,807 INFO | Server [10] was established !
2023-05-22 21:01:27,807 INFO | Server [10] is listening !
2023-05-22 21:01:27,808 INFO | Server [11] was established !
2023-05-22 21:01:27,808 INFO | Server [11] is listening !
2023-05-22 21:01:27,809 INFO | Server [12] was established !
2023-05-22 21:01:27,809 INFO | Server [12] is listening !
2023-05-22 21:01:27,809 INFO | Server [13] was established !
2023-05-22 21:01:27,809 INFO | Server [13] is listening !
2023-05-22 21:01:27,810 INFO | Server [14] was established !
2023-05-22 21:01:27,810 INFO | Server [14] is listening !
2023-05-22 21:01:27,811 INFO | Server [15] was established !
2023-05-22 21:01:27,811 INFO | Client [0] was established !
2023-05-22 21:01:27,812 INFO | Server [15] is listening !
2023-05-22 21:01:27,812 INFO | Client [0] is listening!
2023-05-22 21:01:27,864 INFO 1 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:01:27,866 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:28,189 INFO 2 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:28,345 INFO 2 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:01:28,347 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:28,625 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:28,689 INFO 3 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:28,752 INFO 3 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:01:28,757 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:28,834 INFO 1 <---- 0 with PRE_PREPARE [0, 1]
2023-05-22 21:01:28,837 INFO 0 <---- 1 with PREPARE - [0, 1]
2023-05-22 21:01:28,843 INFO 4 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:28,931 INFO 4 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:01:28,933 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:28,960 INFO 3 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,030 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,044 INFO 2 <---- 0 with PRE_PREPARE [0, 1]
2023-05-22 21:01:29,047 INFO 0 <---- 2 with PREPARE - [0, 1]
2023-05-22 21:01:29,075 INFO 2 <---- 1 with PREPARE - [0, 1]
2023-05-22 21:01:29,154 INFO 5 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:01:29,156 INFO 0 <---- 5 with PREPARE - [0, 0]
2023-05-22 21:01:29,170 INFO 5 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,264 INFO 2 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,279 INFO 3 <---- 0 with PRE_PREPARE [0, 1]
2023-05-22 21:01:29,281 INFO 0 <---- 3 with PREPARE - [0, 1]
2023-05-22 21:01:29,295 INFO 1 <---- 2 with PREPARE - [0, 1]
2023-05-22 21:01:29,310 INFO 4 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,326 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,451 INFO 5 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,481 INFO 6 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,497 INFO 1 <---- 5 with PREPARE - [0, 0]
2023-05-22 21:01:29,512 INFO 6 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:01:29,514 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,544 INFO 3 <---- 1 with PREPARE - [0, 1]
2023-05-22 21:01:29,591 INFO 3 <---- 2 with PREPARE - [0, 1]
2023-05-22 21:01:29,592 INFO 4 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,637 INFO 4 <---- 0 with PRE_PREPARE [0, 1]
2023-05-22 21:01:29,639 INFO 0 <---- 4 with PREPARE - [0, 1]
2023-05-22 21:01:29,653 INFO 7 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,653 INFO 2 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,716 INFO 2 <---- 5 with PREPARE - [0, 0]
2023-05-22 21:01:29,716 INFO 4 <---- 1 with PREPARE - [0, 1]
2023-05-22 21:01:29,732 INFO 1 <---- 3 with PREPARE - [0, 1]
2023-05-22 21:01:29,810 INFO 7 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:01:29,810 INFO 1 <---- 4 with PREPARE - [0, 1]
2023-05-22 21:01:29,812 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:01:29,840 INFO 5 <---- 1 with PREPARE - [0, 1]
