2023-05-24 02:20:17,472 INFO | Server [0] was established !
2023-05-24 02:20:17,473 INFO | Server [0] is listening !
2023-05-24 02:20:17,473 INFO | Server [1] was established !
2023-05-24 02:20:17,474 INFO | Server [1] is listening !
2023-05-24 02:20:17,475 INFO | Server [2] was established !
2023-05-24 02:20:17,475 INFO | Server [2] is listening !
2023-05-24 02:20:17,476 INFO | Server [3] was established !
2023-05-24 02:20:17,476 INFO | Server [3] is listening !
2023-05-24 02:20:17,477 INFO | Server [4] was established !
2023-05-24 02:20:17,477 INFO | Server [4] is listening !
2023-05-24 02:20:17,478 INFO | Server [5] was established !
2023-05-24 02:20:17,479 INFO | Server [5] is listening !
2023-05-24 02:20:17,480 INFO | Server [6] was established !
2023-05-24 02:20:17,480 INFO | Server [6] is listening !
2023-05-24 02:20:17,481 INFO | Server [7] was established !
2023-05-24 02:20:17,481 INFO | Server [7] is listening !
2023-05-24 02:20:17,482 INFO | Server [8] was established !
2023-05-24 02:20:17,482 INFO | Server [8] is listening !
2023-05-24 02:20:17,483 INFO | Server [9] was established !
2023-05-24 02:20:17,483 INFO | Server [9] is listening !
2023-05-24 02:20:17,484 INFO | Server [10] was established !
2023-05-24 02:20:17,484 INFO | Server [10] is listening !
2023-05-24 02:20:17,485 INFO | Server [11] was established !
2023-05-24 02:20:17,485 INFO | Server [11] is listening !
2023-05-24 02:20:17,486 INFO | Server [12] was established !
2023-05-24 02:20:17,486 INFO | Server [12] is listening !
2023-05-24 02:20:17,487 INFO | Server [13] was established !
2023-05-24 02:20:17,487 INFO | Server [13] is listening !
2023-05-24 02:20:17,488 INFO | Server [14] was established !
2023-05-24 02:20:17,488 INFO | Server [14] is listening !
2023-05-24 02:20:17,489 INFO | Server [15] was established !
2023-05-24 02:20:17,489 INFO | Server [15] is listening !
2023-05-24 02:20:17,490 INFO | Client [0] was established !
2023-05-24 02:20:17,490 INFO | Client [0] is listening!
2023-05-24 02:20:17,553 INFO 1 <---- 0 with PRE_PREPARE [0, 0]
2023-05-24 02:20:17,556 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:20:18,286 INFO 2 <---- 0 with PRE_PREPARE [0, 0]
2023-05-24 02:20:18,287 INFO 2 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:20:18,291 INFO 0 <---- 2 with PREPARE - [0, 0]
2023-05-24 02:20:18,294 INFO 1 <---- 0 with PRE_PREPARE [0, 1]
2023-05-24 02:20:18,296 INFO 0 <---- 1 with PREPARE - [0, 1]
2023-05-24 02:20:18,451 INFO 3 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:20:18,481 INFO 2 <---- 0 with PRE_PREPARE [0, 1]
2023-05-24 02:20:18,482 INFO 0 <---- 2 with PREPARE - [0, 1]
2023-05-24 02:20:18,543 INFO 3 <---- 0 with PRE_PREPARE [0, 0]
2023-05-24 02:20:18,546 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:20:18,626 INFO 1 <---- 2 with PREPARE - [0, 0]
2023-05-24 02:20:18,627 INFO 3 <---- 0 with PRE_PREPARE [0, 1]
2023-05-24 02:20:18,629 INFO 0 <---- 3 with PREPARE - [0, 1]
2023-05-24 02:20:18,683 INFO 4 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:20:18,699 INFO 2 <---- 1 with PREPARE - [0, 1]
2023-05-24 02:20:18,730 INFO 1 <---- 2 with PREPARE - [0, 1]
2023-05-24 02:20:19,214 INFO 4 <---- 0 with PRE_PREPARE [0, 0]
2023-05-24 02:20:19,215 INFO 5 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:20:19,216 INFO 3 <---- 1 with PREPARE - [0, 1]
2023-05-24 02:20:19,216 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:20:19,217 INFO 4 <---- 0 with PRE_PREPARE [0, 1]
