2023-05-22 21:18:23,414 INFO | Server [0] was established !
2023-05-22 21:18:23,416 INFO | Server [0] is listening !
2023-05-22 21:18:23,421 INFO | Server [1] was established !
2023-05-22 21:18:23,421 INFO | Server [1] is listening !
2023-05-22 21:18:23,422 INFO | Server [2] was established !
2023-05-22 21:18:23,423 INFO | Server [2] is listening !
2023-05-22 21:18:23,424 INFO | Server [3] was established !
2023-05-22 21:18:23,424 INFO | Server [3] is listening !
2023-05-22 21:18:23,425 INFO | Server [4] was established !
2023-05-22 21:18:23,425 INFO | Server [4] is listening !
2023-05-22 21:18:23,427 INFO | Server [5] was established !
2023-05-22 21:18:23,427 INFO | Server [5] is listening !
2023-05-22 21:18:23,428 INFO | Server [6] was established !
2023-05-22 21:18:23,429 INFO | Server [7] was established !
2023-05-22 21:18:23,430 INFO | Server [7] is listening !
2023-05-22 21:18:23,430 INFO | Server [6] is listening !
2023-05-22 21:18:23,431 INFO | Server [8] was established !
2023-05-22 21:18:23,431 INFO | Server [8] is listening !
2023-05-22 21:18:23,432 INFO | Server [9] was established !
2023-05-22 21:18:23,432 INFO | Server [9] is listening !
2023-05-22 21:18:23,433 INFO | Server [10] was established !
2023-05-22 21:18:23,433 INFO | Server [10] is listening !
2023-05-22 21:18:23,434 INFO | Server [11] was established !
2023-05-22 21:18:23,434 INFO | Server [11] is listening !
2023-05-22 21:18:23,435 INFO | Server [12] was established !
2023-05-22 21:18:23,435 INFO | Server [12] is listening !
2023-05-22 21:18:23,436 INFO | Server [13] was established !
2023-05-22 21:18:23,436 INFO | Server [13] is listening !
2023-05-22 21:18:23,438 INFO | Server [14] was established !
2023-05-22 21:18:23,438 INFO | Server [14] is listening !
2023-05-22 21:18:23,439 INFO | Server [15] was established !
2023-05-22 21:18:23,439 INFO | Client [0] was established !
2023-05-22 21:18:23,440 INFO | Server [15] is listening !
2023-05-22 21:18:23,440 INFO | Client [0] is listening!
2023-05-22 21:18:23,502 INFO 1 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:18:23,504 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:23,651 INFO 2 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:23,653 INFO 2 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:18:23,655 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:23,868 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:23,901 INFO 3 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:23,950 INFO 1 <---- 0 with PRE_PREPARE [0, 1]
2023-05-22 21:18:23,952 INFO 0 <---- 1 with PREPARE - [0, 1]
2023-05-22 21:18:23,980 INFO 3 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:18:23,983 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,103 INFO 3 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,167 INFO 2 <---- 0 with PRE_PREPARE [0, 1]
2023-05-22 21:18:24,170 INFO 0 <---- 2 with PREPARE - [0, 1]
2023-05-22 21:18:24,457 INFO 2 <---- 1 with PREPARE - [0, 1]
2023-05-22 21:18:24,459 INFO 4 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,460 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,461 INFO 4 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:18:24,466 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,468 INFO 3 <---- 0 with PRE_PREPARE [0, 1]
2023-05-22 21:18:24,470 INFO 0 <---- 3 with PREPARE - [0, 1]
2023-05-22 21:18:24,471 INFO 1 <---- 0 with PRE_PREPARE [0, 2]
2023-05-22 21:18:24,472 INFO 0 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:24,481 INFO 4 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,625 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,636 INFO 1 <---- 2 with PREPARE - [0, 1]
2023-05-22 21:18:24,652 INFO 2 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:24,668 INFO 5 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,717 INFO 2 <---- 0 with PRE_PREPARE [0, 2]
2023-05-22 21:18:24,721 INFO 0 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:24,870 INFO 2 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,885 INFO 3 <---- 1 with PREPARE - [0, 1]
2023-05-22 21:18:24,886 INFO 6 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,888 INFO 5 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,901 INFO 2 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,917 INFO 5 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:18:24,918 INFO 3 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:24,919 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:24,949 INFO 4 <---- 0 with PRE_PREPARE [0, 1]
2023-05-22 21:18:24,952 INFO 0 <---- 4 with PREPARE - [0, 1]
2023-05-22 21:18:24,964 INFO 1 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:24,966 INFO 1 <---- 3 with PREPARE - [0, 1]
2023-05-22 21:18:24,970 INFO 1 <---- 0 with PRE_PREPARE [0, 3]
2023-05-22 21:18:24,973 INFO 0 <---- 1 with PREPARE - [0, 3]
2023-05-22 21:18:25,010 INFO 6 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,043 INFO 3 <---- 2 with PREPARE - [0, 1]
2023-05-22 21:18:25,090 INFO 3 <---- 0 with PRE_PREPARE [0, 2]
2023-05-22 21:18:25,092 INFO 0 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,120 INFO 3 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,152 INFO 4 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,167 INFO 1 <---- 4 with PREPARE - [0, 1]
2023-05-22 21:18:25,181 INFO 7 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,213 INFO 4 <---- 1 with PREPARE - [0, 1]
2023-05-22 21:18:25,242 INFO 1 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,415 INFO 5 <---- 0 with PRE_PREPARE [0, 1]
2023-05-22 21:18:25,415 INFO 4 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,418 INFO 5 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,418 INFO 7 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,420 INFO 2 <---- 0 with PRE_PREPARE [0, 3]
2023-05-22 21:18:25,422 INFO 4 <---- 0 with PRE_PREPARE [0, 2]
2023-05-22 21:18:25,423 INFO 3 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,424 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,425 INFO 6 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:18:25,426 INFO 2 <---- 1 with PREPARE - [0, 3]
2023-05-22 21:18:25,428 INFO 4 <---- 2 with PREPARE - [0, 1]
2023-05-22 21:18:25,429 INFO 0 <---- 5 with PREPARE - [0, 1]
2023-05-22 21:18:25,430 INFO 0 <---- 2 with PREPARE - [0, 3]
2023-05-22 21:18:25,431 INFO 0 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,432 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,433 INFO 2 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,434 INFO 8 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,450 INFO 2 <---- 3 with PREPARE - [0, 1]
2023-05-22 21:18:25,465 INFO 2 <---- 4 with PREPARE - [0, 1]
2023-05-22 21:18:25,559 INFO 3 <---- 1 with PREPARE - [0, 3]
2023-05-22 21:18:25,573 INFO 3 <---- 0 with PRE_PREPARE [0, 3]
2023-05-22 21:18:25,575 INFO 5 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,576 INFO 0 <---- 1 with PREPARE - [0, 3]
2023-05-22 21:18:25,588 INFO 4 <---- 3 with PREPARE - [0, 1]
2023-05-22 21:18:25,604 INFO 4 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,621 INFO 5 <---- 2 with PREPARE - [0, 1]
2023-05-22 21:18:25,683 INFO 9 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,714 INFO 7 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:18:25,716 INFO 4 <---- 0 with PRE_PREPARE [0, 3]
2023-05-22 21:18:25,718 INFO 5 <---- 1 with PREPARE - [0, 1]
2023-05-22 21:18:25,719 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,720 INFO 0 <---- 4 with PREPARE - [0, 3]
2023-05-22 21:18:25,744 INFO 4 <---- 1 with PREPARE - [0, 3]
2023-05-22 21:18:25,761 INFO 5 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,762 INFO 2 <---- 0 with PRE_PREPARE [0, 4]
2023-05-22 21:18:25,763 INFO 0 <---- 2 with PREPARE - [0, 4]
2023-05-22 21:18:25,807 INFO 1 <---- 0 with PRE_PREPARE [0, 4]
2023-05-22 21:18:25,810 INFO 1 <---- 1 with PREPARE - [0, 3]
2023-05-22 21:18:25,810 INFO 1 <---- 5 with PREPARE - [0, 1]
2023-05-22 21:18:25,811 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,812 INFO 1 <---- 2 with PREPARE - [0, 3]
2023-05-22 21:18:25,814 INFO 6 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,815 INFO 0 <---- 1 with PREPARE - [0, 4]
2023-05-22 21:18:25,823 INFO 5 <---- 3 with PREPARE - [0, 1]
2023-05-22 21:18:25,854 INFO 6 <---- 0 with PRE_PREPARE [0, 1]
2023-05-22 21:18:25,854 INFO 5 <---- 0 with PRE_PREPARE [0, 2]
2023-05-22 21:18:25,856 INFO 4 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,858 INFO 0 <---- 6 with PREPARE - [0, 1]
2023-05-22 21:18:25,859 INFO 0 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,885 INFO 2 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,900 INFO 1 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,902 INFO 8 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,914 INFO 10 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,931 INFO 3 <---- 4 with PREPARE - [0, 1]
2023-05-22 21:18:25,932 INFO 1 <---- 4 with PREPARE - [0, 3]
2023-05-22 21:18:25,946 INFO 2 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:25,980 INFO 6 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:25,984 INFO 1 <---- 0 with PRE_PREPARE [0, 5]
2023-05-22 21:18:25,985 INFO 0 <---- 1 with PREPARE - [0, 5]
2023-05-22 21:18:26,010 INFO 3 <---- 0 with PRE_PREPARE [0, 4]
2023-05-22 21:18:26,011 INFO 6 <---- 1 with PREPARE - [0, 1]
2023-05-22 21:18:26,012 INFO 0 <---- 3 with PREPARE - [0, 4]
2023-05-22 21:18:26,026 INFO 2 <---- 5 with PREPARE - [0, 1]
2023-05-22 21:18:26,042 INFO 6 <---- 2 with PREPARE - [0, 1]
2023-05-22 21:18:26,044 INFO 5 <---- 1 with PREPARE - [0, 3]
2023-05-22 21:18:26,058 INFO 6 <---- 3 with PREPARE - [0, 1]
2023-05-22 21:18:26,062 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:26,063 INFO 1 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:26,073 INFO 8 <---- 0 with PRE_PREPARE [0, 0]
2023-05-22 21:18:26,075 INFO 5 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:26,076 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:26,089 INFO 3 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:26,105 INFO 5 <---- 0 with PRE_PREPARE [0, 3]
2023-05-22 21:18:26,107 INFO 2 <---- 4 with PREPARE - [0, 3]
2023-05-22 21:18:26,108 INFO 0 <---- 1 with PREPARE - [0, 3]
2023-05-22 21:18:26,121 INFO 6 <---- 0 with PRE_PREPARE [0, 2]
2023-05-22 21:18:26,122 INFO 6 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:26,124 INFO 2 <---- 1 with PREPARE - [0, 3]
2023-05-22 21:18:26,125 INFO 2 <---- 1 with PREPARE - [0, 4]
2023-05-22 21:18:26,127 INFO 0 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:26,152 INFO 7 <---- 2 with PREPARE - [0, 1]
2023-05-22 21:18:26,168 INFO 1 <---- 2 with PREPARE - [0, 4]
2023-05-22 21:18:26,168 INFO 7 <---- 0 with PRE_PREPARE [0, 1]
2023-05-22 21:18:26,170 INFO 1 <---- 6 with PREPARE - [0, 1]
2023-05-22 21:18:26,171 INFO 11 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:26,172 INFO 3 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:26,173 INFO 0 <---- 2 with PREPARE - [0, 1]
2023-05-22 21:18:26,229 INFO 7 <---- 1 with PREPARE - [0, 1]
2023-05-22 21:18:26,244 INFO 3 <---- 2 with PREPARE - [0, 3]
2023-05-22 21:18:26,246 INFO 5 <---- 4 with PREPARE - [0, 1]
2023-05-22 21:18:26,248 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-22 21:18:26,249 INFO 2 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:26,261 INFO 1 <---- 1 with PREPARE - [0, 2]
2023-05-22 21:18:26,263 INFO 7 <---- 1 with PREPARE - [0, 2]
